Plot_Name,Folder,Label,iframe
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,salivary glands,3102
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,scalp,3106
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,scalp,3108
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,scalp,3110
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,scalp,3112
specimen_type_count,STAMPEDE/Specimen_Type_Count,scalp,3114
test_volume,STAMPEDE/PerTumor_OrderVolume,scalp,4216
top_gene_count,STAMPEDE/Top_Gene_Count,scalp,3104
top_variant_count,STAMPEDE/Top_Variant_Count,scalp,NA
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,scalp,3116
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,skin,3122
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,skin,3124
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,skin,3126
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,skin,3128
specimen_type_count,STAMPEDE/Specimen_Type_Count,skin,3130
test_volume,STAMPEDE/PerTumor_OrderVolume,skin,4218
top_gene_count,STAMPEDE/Top_Gene_Count,skin,3118
top_variant_count,STAMPEDE/Top_Variant_Count,skin,3120
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,skin,3132
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,small intestine,3138
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,small intestine,3140
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,small intestine,3142
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,small intestine,3144
specimen_type_count,STAMPEDE/Specimen_Type_Count,small intestine,3146
test_volume,STAMPEDE/PerTumor_OrderVolume,small intestine,4220
top_gene_count,STAMPEDE/Top_Gene_Count,small intestine,3134
top_variant_count,STAMPEDE/Top_Variant_Count,small intestine,3136
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,small intestine,3148
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,soft tissue,3154
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,soft tissue,3156
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,soft tissue,3158
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,soft tissue,3160
specimen_type_count,STAMPEDE/Specimen_Type_Count,soft tissue,3162
test_volume,STAMPEDE/PerTumor_OrderVolume,soft tissue,4222
top_gene_count,STAMPEDE/Top_Gene_Count,soft tissue,3150
top_variant_count,STAMPEDE/Top_Variant_Count,soft tissue,3152
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,soft tissue,3164
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,stomach,3170
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,stomach,3172
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,stomach,3174
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,stomach,3176
specimen_type_count,STAMPEDE/Specimen_Type_Count,stomach,3178
test_volume,STAMPEDE/PerTumor_OrderVolume,stomach,4224
top_gene_count,STAMPEDE/Top_Gene_Count,stomach,3166
top_variant_count,STAMPEDE/Top_Variant_Count,stomach,3168
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,stomach,3180
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,testes,3184
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,testes,3186
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,testes,3188
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,testes,3190
specimen_type_count,STAMPEDE/Specimen_Type_Count,testes,3192
test_volume,STAMPEDE/PerTumor_OrderVolume,testes,4226
top_gene_count,STAMPEDE/Top_Gene_Count,testes,3182
top_variant_count,STAMPEDE/Top_Variant_Count,testes,NA
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,testes,3194
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,thymus,3198
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,thymus,3200
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,thymus,3202
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,thymus,3204
specimen_type_count,STAMPEDE/Specimen_Type_Count,thymus,3206
test_volume,STAMPEDE/PerTumor_OrderVolume,thymus,4228
top_gene_count,STAMPEDE/Top_Gene_Count,thymus,3196
top_variant_count,STAMPEDE/Top_Variant_Count,thymus,NA
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,thymus,3208
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,thyroid,3214
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,thyroid,3216
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,thyroid,3218
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,thyroid,3220
specimen_type_count,STAMPEDE/Specimen_Type_Count,thyroid,3222
test_volume,STAMPEDE/PerTumor_OrderVolume,thyroid,4230
top_gene_count,STAMPEDE/Top_Gene_Count,thyroid,3210
top_variant_count,STAMPEDE/Top_Variant_Count,thyroid,3212
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,thyroid,3224
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,trachea,3228
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,trachea,3230
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,trachea,NA
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,trachea,3232
specimen_type_count,STAMPEDE/Specimen_Type_Count,trachea,3234
test_volume,STAMPEDE/PerTumor_OrderVolume,trachea,4232
top_gene_count,STAMPEDE/Top_Gene_Count,trachea,3226
top_variant_count,STAMPEDE/Top_Variant_Count,trachea,NA
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,trachea,3236
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,urethra,3240
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,urethra,3242
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,urethra,3244
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,urethra,3246
specimen_type_count,STAMPEDE/Specimen_Type_Count,urethra,3248
test_volume,STAMPEDE/PerTumor_OrderVolume,urethra,4234
top_gene_count,STAMPEDE/Top_Gene_Count,urethra,3238
top_variant_count,STAMPEDE/Top_Variant_Count,urethra,NA
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,urethra,3250
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,urinary bladder,3254
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,urinary bladder,3256
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,urinary bladder,3258
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,urinary bladder,3260
specimen_type_count,STAMPEDE/Specimen_Type_Count,urinary bladder,3262
test_volume,STAMPEDE/PerTumor_OrderVolume,urinary bladder,4236
top_gene_count,STAMPEDE/Top_Gene_Count,urinary bladder,3252
top_variant_count,STAMPEDE/Top_Variant_Count,urinary bladder,NA
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,urinary bladder,3264
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,uterus,3268
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,uterus,3270
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,uterus,3272
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,uterus,3274
specimen_type_count,STAMPEDE/Specimen_Type_Count,uterus,3276
test_volume,STAMPEDE/PerTumor_OrderVolume,uterus,4238
top_gene_count,STAMPEDE/Top_Gene_Count,uterus,3266
top_variant_count,STAMPEDE/Top_Variant_Count,uterus,NA
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,uterus,3278
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,uvea,3284
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,uvea,3286
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,uvea,3288
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,uvea,3290
specimen_type_count,STAMPEDE/Specimen_Type_Count,uvea,3292
test_volume,STAMPEDE/PerTumor_OrderVolume,uvea,4240
top_gene_count,STAMPEDE/Top_Gene_Count,uvea,3280
top_variant_count,STAMPEDE/Top_Variant_Count,uvea,3282
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,uvea,3294
gender_age_distribution,STAMPEDE/Gender_Age_Distribution,vulva,3298
pt_mutation_count_allvariants,STAMPEDE/Patient_Mutation_Count/All_Variants,vulva,3300
pt_mutation_count_pathovariants,STAMPEDE/Patient_Mutation_Count/Pathogenic_Variants,vulva,3302
pt_mutation_count_VUS,STAMPEDE/Patient_Mutation_Count/UnknownSignificance_Variants,vulva,3304
specimen_type_count,STAMPEDE/Specimen_Type_Count,vulva,3306
test_volume,STAMPEDE/PerTumor_OrderVolume,vulva,4242
top_gene_count,STAMPEDE/Top_Gene_Count,vulva,3296
top_variant_count,STAMPEDE/Top_Variant_Count,vulva,NA
tumor_purity_count,STAMPEDE/Tumor_Purity_Count,vulva,3308
gene_lollipop,STAMPEDE/Gene_Lollipop,ABL1,3789
top_site_count,STAMPEDE/Top_Site_Count,ABL1,3333
top_variant_count,STAMPEDE/Top_Variant_Count,ABL1,3335
var_type_distribution,STAMPEDE/Var_Type_Distribution,ABL1,4247
gene_lollipop,STAMPEDE/Gene_Lollipop,AKT1,3791
top_site_count,STAMPEDE/Top_Site_Count,AKT1,3337
top_variant_count,STAMPEDE/Top_Variant_Count,AKT1,3339
var_type_distribution,STAMPEDE/Var_Type_Distribution,AKT1,4249
gene_lollipop,STAMPEDE/Gene_Lollipop,ALK,3793
top_site_count,STAMPEDE/Top_Site_Count,ALK,3341
top_variant_count,STAMPEDE/Top_Variant_Count,ALK,3343
var_type_distribution,STAMPEDE/Var_Type_Distribution,ALK,4251
gene_lollipop,STAMPEDE/Gene_Lollipop,APC,3795
top_site_count,STAMPEDE/Top_Site_Count,APC,3345
top_variant_count,STAMPEDE/Top_Variant_Count,APC,3347
var_type_distribution,STAMPEDE/Var_Type_Distribution,APC,4253
gene_lollipop,STAMPEDE/Gene_Lollipop,AR,3797
top_site_count,STAMPEDE/Top_Site_Count,AR,3349
top_variant_count,STAMPEDE/Top_Variant_Count,AR,3351
var_type_distribution,STAMPEDE/Var_Type_Distribution,AR,4256
gene_lollipop,STAMPEDE/Gene_Lollipop,ARAF,3799
top_site_count,STAMPEDE/Top_Site_Count,ARAF,3353
top_variant_count,STAMPEDE/Top_Variant_Count,ARAF,3355
var_type_distribution,STAMPEDE/Var_Type_Distribution,ARAF,4259
gene_lollipop,STAMPEDE/Gene_Lollipop,ARID1A,3801
top_site_count,STAMPEDE/Top_Site_Count,ARID1A,3357
top_variant_count,STAMPEDE/Top_Variant_Count,ARID1A,3359
var_type_distribution,STAMPEDE/Var_Type_Distribution,ARID1A,4261
gene_lollipop,STAMPEDE/Gene_Lollipop,AURKA,3803
top_site_count,STAMPEDE/Top_Site_Count,AURKA,3361
top_variant_count,STAMPEDE/Top_Variant_Count,AURKA,3363
var_type_distribution,STAMPEDE/Var_Type_Distribution,AURKA,4263
gene_lollipop,STAMPEDE/Gene_Lollipop,BAP1,3805
top_site_count,STAMPEDE/Top_Site_Count,BAP1,3365
top_variant_count,STAMPEDE/Top_Variant_Count,BAP1,3367
var_type_distribution,STAMPEDE/Var_Type_Distribution,BAP1,4265
gene_lollipop,STAMPEDE/Gene_Lollipop,BCL2,3807
top_site_count,STAMPEDE/Top_Site_Count,BCL2,3369
top_variant_count,STAMPEDE/Top_Variant_Count,BCL2,3371
var_type_distribution,STAMPEDE/Var_Type_Distribution,BCL2,4267
gene_lollipop,STAMPEDE/Gene_Lollipop,BCR,3809
top_site_count,STAMPEDE/Top_Site_Count,BCR,3373
top_variant_count,STAMPEDE/Top_Variant_Count,BCR,3375
var_type_distribution,STAMPEDE/Var_Type_Distribution,BCR,4269
gene_lollipop,STAMPEDE/Gene_Lollipop,BRAF,3811
top_site_count,STAMPEDE/Top_Site_Count,BRAF,3377
top_variant_count,STAMPEDE/Top_Variant_Count,BRAF,3379
var_type_distribution,STAMPEDE/Var_Type_Distribution,BRAF,4271
gene_lollipop,STAMPEDE/Gene_Lollipop,BRCA1,3813
top_site_count,STAMPEDE/Top_Site_Count,BRCA1,3381
top_variant_count,STAMPEDE/Top_Variant_Count,BRCA1,3383
var_type_distribution,STAMPEDE/Var_Type_Distribution,BRCA1,4273
gene_lollipop,STAMPEDE/Gene_Lollipop,BRCA2,3815
top_site_count,STAMPEDE/Top_Site_Count,BRCA2,3385
top_variant_count,STAMPEDE/Top_Variant_Count,BRCA2,3387
var_type_distribution,STAMPEDE/Var_Type_Distribution,BRCA2,4275
gene_lollipop,STAMPEDE/Gene_Lollipop,CASP8,3817
top_site_count,STAMPEDE/Top_Site_Count,CASP8,3389
top_variant_count,STAMPEDE/Top_Variant_Count,CASP8,3391
var_type_distribution,STAMPEDE/Var_Type_Distribution,CASP8,4277
gene_lollipop,STAMPEDE/Gene_Lollipop,CCND1,3819
top_site_count,STAMPEDE/Top_Site_Count,CCND1,3393
top_variant_count,STAMPEDE/Top_Variant_Count,CCND1,NA
var_type_distribution,STAMPEDE/Var_Type_Distribution,CCND1,4279
gene_lollipop,STAMPEDE/Gene_Lollipop,CCND2,3821
top_site_count,STAMPEDE/Top_Site_Count,CCND2,3395
top_variant_count,STAMPEDE/Top_Variant_Count,CCND2,NA
var_type_distribution,STAMPEDE/Var_Type_Distribution,CCND2,4281
gene_lollipop,STAMPEDE/Gene_Lollipop,CCND3,3823
top_site_count,STAMPEDE/Top_Site_Count,CCND3,3397
top_variant_count,STAMPEDE/Top_Variant_Count,CCND3,3399
var_type_distribution,STAMPEDE/Var_Type_Distribution,CCND3,4283
gene_lollipop,STAMPEDE/Gene_Lollipop,CCNE1,3825
top_site_count,STAMPEDE/Top_Site_Count,CCNE1,3401
top_variant_count,STAMPEDE/Top_Variant_Count,CCNE1,3403
var_type_distribution,STAMPEDE/Var_Type_Distribution,CCNE1,4285
gene_lollipop,STAMPEDE/Gene_Lollipop,CDH1,3827
top_site_count,STAMPEDE/Top_Site_Count,CDH1,3405
top_variant_count,STAMPEDE/Top_Variant_Count,CDH1,3407
var_type_distribution,STAMPEDE/Var_Type_Distribution,CDH1,4287
gene_lollipop,STAMPEDE/Gene_Lollipop,CDK12,3829
top_site_count,STAMPEDE/Top_Site_Count,CDK12,3409
top_variant_count,STAMPEDE/Top_Variant_Count,CDK12,NA
var_type_distribution,STAMPEDE/Var_Type_Distribution,CDK12,4289
gene_lollipop,STAMPEDE/Gene_Lollipop,CDK4,3831
top_site_count,STAMPEDE/Top_Site_Count,CDK4,3411
top_variant_count,STAMPEDE/Top_Variant_Count,CDK4,3413
var_type_distribution,STAMPEDE/Var_Type_Distribution,CDK4,4291
gene_lollipop,STAMPEDE/Gene_Lollipop,CDK6,3833
top_site_count,STAMPEDE/Top_Site_Count,CDK6,3415
top_variant_count,STAMPEDE/Top_Variant_Count,CDK6,3417
var_type_distribution,STAMPEDE/Var_Type_Distribution,CDK6,4293
gene_lollipop,STAMPEDE/Gene_Lollipop,CDKN1B,3835
top_site_count,STAMPEDE/Top_Site_Count,CDKN1B,3419
top_variant_count,STAMPEDE/Top_Variant_Count,CDKN1B,3421
var_type_distribution,STAMPEDE/Var_Type_Distribution,CDKN1B,4295
gene_lollipop,STAMPEDE/Gene_Lollipop,CDKN2A,3837
top_site_count,STAMPEDE/Top_Site_Count,CDKN2A,3423
top_variant_count,STAMPEDE/Top_Variant_Count,CDKN2A,3425
var_type_distribution,STAMPEDE/Var_Type_Distribution,CDKN2A,4297
gene_lollipop,STAMPEDE/Gene_Lollipop,CDKN2B,3839
top_site_count,STAMPEDE/Top_Site_Count,CDKN2B,3427
top_variant_count,STAMPEDE/Top_Variant_Count,CDKN2B,3429
var_type_distribution,STAMPEDE/Var_Type_Distribution,CDKN2B,4299
gene_lollipop,STAMPEDE/Gene_Lollipop,CHEK2,3841
top_site_count,STAMPEDE/Top_Site_Count,CHEK2,3431
top_variant_count,STAMPEDE/Top_Variant_Count,CHEK2,3433
var_type_distribution,STAMPEDE/Var_Type_Distribution,CHEK2,4301
gene_lollipop,STAMPEDE/Gene_Lollipop,CREBBP,3843
top_site_count,STAMPEDE/Top_Site_Count,CREBBP,3435
top_variant_count,STAMPEDE/Top_Variant_Count,CREBBP,NA
var_type_distribution,STAMPEDE/Var_Type_Distribution,CREBBP,4303
gene_lollipop,STAMPEDE/Gene_Lollipop,CTNNB1,3845
top_site_count,STAMPEDE/Top_Site_Count,CTNNB1,3437
top_variant_count,STAMPEDE/Top_Variant_Count,CTNNB1,3439
var_type_distribution,STAMPEDE/Var_Type_Distribution,CTNNB1,4305
gene_lollipop,STAMPEDE/Gene_Lollipop,CUL3,3847
top_site_count,STAMPEDE/Top_Site_Count,CUL3,3441
top_variant_count,STAMPEDE/Top_Variant_Count,CUL3,NA
var_type_distribution,STAMPEDE/Var_Type_Distribution,CUL3,4307
gene_lollipop,STAMPEDE/Gene_Lollipop,DDR2,3849
top_site_count,STAMPEDE/Top_Site_Count,DDR2,3443
top_variant_count,STAMPEDE/Top_Variant_Count,DDR2,NA
var_type_distribution,STAMPEDE/Var_Type_Distribution,DDR2,4309
gene_lollipop,STAMPEDE/Gene_Lollipop,DNMT3A,3851
top_site_count,STAMPEDE/Top_Site_Count,DNMT3A,3445
top_variant_count,STAMPEDE/Top_Variant_Count,DNMT3A,3447
var_type_distribution,STAMPEDE/Var_Type_Distribution,DNMT3A,4311
gene_lollipop,STAMPEDE/Gene_Lollipop,EGFR,3853
top_site_count,STAMPEDE/Top_Site_Count,EGFR,3449
top_variant_count,STAMPEDE/Top_Variant_Count,EGFR,3451
var_type_distribution,STAMPEDE/Var_Type_Distribution,EGFR,4313
gene_lollipop,STAMPEDE/Gene_Lollipop,EP300,3855
top_site_count,STAMPEDE/Top_Site_Count,EP300,3453
top_variant_count,STAMPEDE/Top_Variant_Count,EP300,NA
var_type_distribution,STAMPEDE/Var_Type_Distribution,EP300,4315
gene_lollipop,STAMPEDE/Gene_Lollipop,EPHA2,3857
top_site_count,STAMPEDE/Top_Site_Count,EPHA2,3455
top_variant_count,STAMPEDE/Top_Variant_Count,EPHA2,3457
var_type_distribution,STAMPEDE/Var_Type_Distribution,EPHA2,4317
gene_lollipop,STAMPEDE/Gene_Lollipop,EPHA3,3859
top_site_count,STAMPEDE/Top_Site_Count,EPHA3,3459
top_variant_count,STAMPEDE/Top_Variant_Count,EPHA3,3461
var_type_distribution,STAMPEDE/Var_Type_Distribution,EPHA3,4319
gene_lollipop,STAMPEDE/Gene_Lollipop,ERBB2,3861
top_site_count,STAMPEDE/Top_Site_Count,ERBB2,3463
top_variant_count,STAMPEDE/Top_Variant_Count,ERBB2,3465
var_type_distribution,STAMPEDE/Var_Type_Distribution,ERBB2,4321
gene_lollipop,STAMPEDE/Gene_Lollipop,ERBB3,3863
top_site_count,STAMPEDE/Top_Site_Count,ERBB3,3467
top_variant_count,STAMPEDE/Top_Variant_Count,ERBB3,3469
var_type_distribution,STAMPEDE/Var_Type_Distribution,ERBB3,4323
gene_lollipop,STAMPEDE/Gene_Lollipop,ERBB4,3865
top_site_count,STAMPEDE/Top_Site_Count,ERBB4,3471
top_variant_count,STAMPEDE/Top_Variant_Count,ERBB4,3473
var_type_distribution,STAMPEDE/Var_Type_Distribution,ERBB4,4325
gene_lollipop,STAMPEDE/Gene_Lollipop,ESR1,3867
top_site_count,STAMPEDE/Top_Site_Count,ESR1,3475
top_variant_count,STAMPEDE/Top_Variant_Count,ESR1,3477
var_type_distribution,STAMPEDE/Var_Type_Distribution,ESR1,4327
gene_lollipop,STAMPEDE/Gene_Lollipop,EZH2,3869
top_site_count,STAMPEDE/Top_Site_Count,EZH2,3479
top_variant_count,STAMPEDE/Top_Variant_Count,EZH2,NA
var_type_distribution,STAMPEDE/Var_Type_Distribution,EZH2,4329
gene_lollipop,STAMPEDE/Gene_Lollipop,FBXW7,3871
top_site_count,STAMPEDE/Top_Site_Count,FBXW7,3481
top_variant_count,STAMPEDE/Top_Variant_Count,FBXW7,3483
var_type_distribution,STAMPEDE/Var_Type_Distribution,FBXW7,4331
gene_lollipop,STAMPEDE/Gene_Lollipop,FGF3,3873
top_site_count,STAMPEDE/Top_Site_Count,FGF3,3485
top_variant_count,STAMPEDE/Top_Variant_Count,FGF3,3487
var_type_distribution,STAMPEDE/Var_Type_Distribution,FGF3,4333
gene_lollipop,STAMPEDE/Gene_Lollipop,FGF4,3875
top_site_count,STAMPEDE/Top_Site_Count,FGF4,3489
top_variant_count,STAMPEDE/Top_Variant_Count,FGF4,3491
var_type_distribution,STAMPEDE/Var_Type_Distribution,FGF4,4335
gene_lollipop,STAMPEDE/Gene_Lollipop,FGFR1,3877
top_site_count,STAMPEDE/Top_Site_Count,FGFR1,3493
top_variant_count,STAMPEDE/Top_Variant_Count,FGFR1,3495
var_type_distribution,STAMPEDE/Var_Type_Distribution,FGFR1,4337
gene_lollipop,STAMPEDE/Gene_Lollipop,FGFR2,3879
top_site_count,STAMPEDE/Top_Site_Count,FGFR2,3497
top_variant_count,STAMPEDE/Top_Variant_Count,FGFR2,3499
var_type_distribution,STAMPEDE/Var_Type_Distribution,FGFR2,4339
gene_lollipop,STAMPEDE/Gene_Lollipop,FGFR3,3881
top_site_count,STAMPEDE/Top_Site_Count,FGFR3,3501
top_variant_count,STAMPEDE/Top_Variant_Count,FGFR3,3503
var_type_distribution,STAMPEDE/Var_Type_Distribution,FGFR3,4341
gene_lollipop,STAMPEDE/Gene_Lollipop,FLT3,3883
top_site_count,STAMPEDE/Top_Site_Count,FLT3,3505
top_variant_count,STAMPEDE/Top_Variant_Count,FLT3,NA
var_type_distribution,STAMPEDE/Var_Type_Distribution,FLT3,4343
gene_lollipop,STAMPEDE/Gene_Lollipop,FOXO1,3885
top_site_count,STAMPEDE/Top_Site_Count,FOXO1,3507
top_variant_count,STAMPEDE/Top_Variant_Count,FOXO1,3509
var_type_distribution,STAMPEDE/Var_Type_Distribution,FOXO1,4345
gene_lollipop,STAMPEDE/Gene_Lollipop,GATA3,3887
top_site_count,STAMPEDE/Top_Site_Count,GATA3,3511
top_variant_count,STAMPEDE/Top_Variant_Count,GATA3,3513
var_type_distribution,STAMPEDE/Var_Type_Distribution,GATA3,4347
gene_lollipop,STAMPEDE/Gene_Lollipop,GNA11,3889
top_site_count,STAMPEDE/Top_Site_Count,GNA11,3515
top_variant_count,STAMPEDE/Top_Variant_Count,GNA11,3517
var_type_distribution,STAMPEDE/Var_Type_Distribution,GNA11,4349
gene_lollipop,STAMPEDE/Gene_Lollipop,GNAQ,3891
top_site_count,STAMPEDE/Top_Site_Count,GNAQ,3519
top_variant_count,STAMPEDE/Top_Variant_Count,GNAQ,3521
var_type_distribution,STAMPEDE/Var_Type_Distribution,GNAQ,4351
gene_lollipop,STAMPEDE/Gene_Lollipop,GNAS,3893
top_site_count,STAMPEDE/Top_Site_Count,GNAS,3523
top_variant_count,STAMPEDE/Top_Variant_Count,GNAS,3525
var_type_distribution,STAMPEDE/Var_Type_Distribution,GNAS,4353
gene_lollipop,STAMPEDE/Gene_Lollipop,HGF,3895
top_site_count,STAMPEDE/Top_Site_Count,HGF,3527
top_variant_count,STAMPEDE/Top_Variant_Count,HGF,3529
var_type_distribution,STAMPEDE/Var_Type_Distribution,HGF,4355
gene_lollipop,STAMPEDE/Gene_Lollipop,HNF1A,3897
top_site_count,STAMPEDE/Top_Site_Count,HNF1A,3531
top_variant_count,STAMPEDE/Top_Variant_Count,HNF1A,NA
var_type_distribution,STAMPEDE/Var_Type_Distribution,HNF1A,4357
gene_lollipop,STAMPEDE/Gene_Lollipop,HRAS,3899
top_site_count,STAMPEDE/Top_Site_Count,HRAS,3533
top_variant_count,STAMPEDE/Top_Variant_Count,HRAS,3535
var_type_distribution,STAMPEDE/Var_Type_Distribution,HRAS,4359
gene_lollipop,STAMPEDE/Gene_Lollipop,IDH1,3901
top_site_count,STAMPEDE/Top_Site_Count,IDH1,3537
top_variant_count,STAMPEDE/Top_Variant_Count,IDH1,3539
var_type_distribution,STAMPEDE/Var_Type_Distribution,IDH1,4361
gene_lollipop,STAMPEDE/Gene_Lollipop,IDH2,3903
top_site_count,STAMPEDE/Top_Site_Count,IDH2,3541
top_variant_count,STAMPEDE/Top_Variant_Count,IDH2,3543
var_type_distribution,STAMPEDE/Var_Type_Distribution,IDH2,4363
gene_lollipop,STAMPEDE/Gene_Lollipop,IGF1R,3905
top_site_count,STAMPEDE/Top_Site_Count,IGF1R,3545
top_variant_count,STAMPEDE/Top_Variant_Count,IGF1R,3547
var_type_distribution,STAMPEDE/Var_Type_Distribution,IGF1R,4365
gene_lollipop,STAMPEDE/Gene_Lollipop,JAK2,3907
top_site_count,STAMPEDE/Top_Site_Count,JAK2,3549
top_variant_count,STAMPEDE/Top_Variant_Count,JAK2,3551
var_type_distribution,STAMPEDE/Var_Type_Distribution,JAK2,4367
gene_lollipop,STAMPEDE/Gene_Lollipop,JAK3,3909
top_site_count,STAMPEDE/Top_Site_Count,JAK3,3553
top_variant_count,STAMPEDE/Top_Variant_Count,JAK3,3555
var_type_distribution,STAMPEDE/Var_Type_Distribution,JAK3,4369
gene_lollipop,STAMPEDE/Gene_Lollipop,KDR,3911
top_site_count,STAMPEDE/Top_Site_Count,KDR,3557
top_variant_count,STAMPEDE/Top_Variant_Count,KDR,3559
var_type_distribution,STAMPEDE/Var_Type_Distribution,KDR,4371
gene_lollipop,STAMPEDE/Gene_Lollipop,KEAP1,3913
top_site_count,STAMPEDE/Top_Site_Count,KEAP1,3561
top_variant_count,STAMPEDE/Top_Variant_Count,KEAP1,3563
var_type_distribution,STAMPEDE/Var_Type_Distribution,KEAP1,4373
gene_lollipop,STAMPEDE/Gene_Lollipop,KIT,3915
top_site_count,STAMPEDE/Top_Site_Count,KIT,3565
top_variant_count,STAMPEDE/Top_Variant_Count,KIT,3567
var_type_distribution,STAMPEDE/Var_Type_Distribution,KIT,4375
gene_lollipop,STAMPEDE/Gene_Lollipop,KRAS,3917
top_site_count,STAMPEDE/Top_Site_Count,KRAS,3569
top_variant_count,STAMPEDE/Top_Variant_Count,KRAS,3571
var_type_distribution,STAMPEDE/Var_Type_Distribution,KRAS,4377
gene_lollipop,STAMPEDE/Gene_Lollipop,MAP2K1,3919
top_site_count,STAMPEDE/Top_Site_Count,MAP2K1,3573
top_variant_count,STAMPEDE/Top_Variant_Count,MAP2K1,3575
var_type_distribution,STAMPEDE/Var_Type_Distribution,MAP2K1,4379
gene_lollipop,STAMPEDE/Gene_Lollipop,MAP2K2,3921
